#,Name,Class,Position,Height,Hometown,High School,team_id,conference_short,conference_name,team_name,division,team_short
5,Olivia Heitkamp,Fr.,OH,6-1,"New Bremen, OH",New Bremen,709,MAC,Mid-American Conference,University of Toledo,D-I,Toledo
19,Zyare Abdul-Rahim,Sr.,OH,6-2,"Baltimore, MD",George Washington Carver Center for Arts and Technology,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
11,Izzy Schauer,Sr.,S,5-8,"Watertown, WI",Watertown,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
12,Victoria Barrett,Sr.,OH,5-9,"Stafford, VA",North Stafford,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
24,Jocelyn Carter,Jr.,OH,5-10,"Richmond Heights, OH",Gilmour Academy,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
16,Ylenia De Mango,Sr.,MB,6-0,"Bari, Italy",Liceo Scientifico Ugo Morin,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
9,Sabrina Sheppard,Jr.,S,5-7,"Glen Burnie, MD",Northeast,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
13,Kendall Minta,Jr.,MB,6-3,"Eden Prairie, MN",Eden Prairie,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
5,Sydney Stewart,Jr.,L/DS,5-9,"Elizabethtown, PA",Elizabethtown,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
1,Erin Brothers,Jr.,MB,6-0,"Grove City, OH",Central Crossing,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
4,Kelsie Bothof,So.,L/DS,5-6,"Chesapeake, VA",Trinity Christian,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
15,Sarah Callender,Jr.,OH,6-0,"Yorktown, VA",Tabb,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
21,Joie Allen,So.,OH,5-8,"Raleigh, NC",Colonel Zadok Magruder,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
7,Laura Detweiler,So.,L/DS,5-8,"Purcellville, VA",Woodgrove,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
8,Julia Lenik,So.,OH,6-0,"Rzeszow, Poland",Marii Konopnickiej,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
10,Mackenzie Whyte,Sr.,OH,6-2,"Snohomish, WA",Snohomish,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
14,Maisie Jesse,So.,S,5-9,"Phoenix, AZ",Sandra Day O'Connor,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
6,Ryan Shelton,So.,OH,6-3,"Downingtown, PA",The Baldwin School,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
23,Ella Sanders,So.,OH,5-10,"Albuquerque, NM",La Cueva,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
2,Neve Norris,Fr.,DS,5-4,"Gaithersburg, MD",Gaithersburg,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
3,Natalia Pebenito,Fr.,DS,5-6,"Gaithersburg, MD",Our Lady of Good Counsel,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
17,Zuzia Bury,Fr.,OH,5-10,"Zywiec, Poland",ZSGD Pzonan,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
18,Ava Nakai,Fr.,OH,5-11,"Spanish Fork, UT",Spanish Fork,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
20,Alexa Mork,Fr.,L/DS,5-10,"West Chester, PA",West Chester East,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
22,Kaitlyn Moran,Fr.,S,5-10,"Kennesaw, GA",Mount Paran Christian,711,CAA,Coastal Athletic Association,Towson University,D-I,Towson
10,Tori Hester,Sr.,OH,5-9,"Salisbury, NC",West Rowan HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
14,Jordan Sinness,Jr.,S,5-10,"Sebring, FL",Sebring,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
16,Janelle Stuempfig,Jr.,S,6-0,"Sussex, WI",Hamilton HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
24,Sophie Sparks,Sr.,OH,6-0,"Lewis Center, OH",Olentangy HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
5,Caroline Darracott,Sr.,DS,5-5,"Newnan, GA",Newnan HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
3,Ella Broadhead,So.,MH,6-1,"Daphne, AK",Bayside Academy,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
11,Maleah Howe,So.,OH,5-9,"Waukesha, WI",Oconomowoc HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
1,Amiah Butler,Jr.,OH,6-0,"Pensacola, FL",Pensacola Catholic HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
2,Jaci Mesa,Jr.,DS,5-7,"Canyon Lake, TX",Smithson Valley HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
8,Olivia Grantham,So.,DS,5-5,"Gainesville, FL",Trinity Catholic,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
17,Sara Bates,Jr.,OH,5-10,"Cincinnati, OH",Seton HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
4,Sydney Austin,So.,MH,6-3,"Flowery Branch, GA",Buford HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
12,Audrey Worthington,So.,MH,6-1,"Blacklick, OH",Gahanna Lincoln HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
13,Addison Kersting,Fr.,S,5-10,"Saint Charles, MO",Saint Charles HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
18,Emma Blaine,So.,OH,6-0,"O'Fallon, MO",Howell Central HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
6,Olivia Kwiatkowski,Fr.,OH,6-0,"Oconomowoc, WI",Oconomowoc HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
7,Kalina Calvillo,Fr.,OH,6-0,"San Antonio, TX",Antonian College Prep,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
9,Ashlynn Axtell,Fr.,MH,6-0,"Austin, TX",Anderson HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
23,Kayla Baetzel,Fr.,DS,5-4,"Plainfield, IL",Plainfield South HS,716,SBC,Sun Belt Conference,Troy University,D-I,Troy
10,Ilayda Demirtas,Jr.,OH,6-5,"Niksar, Turkey",,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
4,Sami Jacobs,Jr.,OH,6-0,"Prosper, TX",Prosper,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
3,Ceren Aki,Jr.,OH,6-1,"Adana, Turkey",,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
8,Ava Derbes,Jr.,S,5-11,"College Station, TX",A&M Consolidated HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
9,Annabelle He,Jr.,L/DS,5-6,"Ridgewood, NJ",Ridgewood HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
12,Katherine Crosley,Jr.,S,5-9,"Austin, TX",James Bowie HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
33,Agata Beksha,Jr.,RS,6-3,"Grodno, Belarus",Grodno Gymnasium,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
14,Mackenzie Mahr,So.,OH,5-6,"Helotes, TX",Sandra Day Oconnor,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
23,Sabrina Skyers,Jr.,MB,6-1,"West Orange, NJ",Kent Place School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
17,Ashley Sturzoiu,Fr.,OH,6-0,,,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
1,Avery Burks,So.,OH,6-1,"Gilbert, AZ",Perry HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
2,Jordan White,So.,MB,6-3,"Suwanee, GA",Lambert HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
21,Riley Mansfield,So.,MB,6-4,"St. Simons Island, GA",Glynn Academy,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
26,Zoe Rachow,So.,S,5-11,"Chula Vista, CA",Otay Ranch HS,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
53,Amelia Haggins,Fr.,OH,6-0,"Tallahassee, FL",Leon High School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
7,Lora Cole,Fr.,MB,6-3,"Natchitoches, LA",Natchitoches Central High School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
22,Juliet Galla,Fr.,L,5-8,"Mobile, AL",McGill-Toolen Catholic High School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
5,Dayla Ortiz,Fr.,L/DS,5-7,"Marietta, GA",Pope High School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
6,Maiella Blandin,Fr.,MB,6-5,"Farmington, CT",Miss Porter's School,718,AAC,American Athletic Conference,Tulane University,D-I,Tulane
6,Tytiana Johnson,Sr.,MB,5-10,"Dallas, TX",Lamar,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
22,Regan Pendleton,Sr.,RS,5-11,"Edmond, OK",Edmond Memorial HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
18,Tatum Tornatta,Sr.,OH,5-10,"Evansville, IN",Memorial H.S.,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
20,Bailey Rowe,Sr.,RS,5-11,"Prosper, TX",Prosper HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
21,Rachel Brown,Sr.,MB,5-11,"League City, TX",Clear Falls HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
13,Marta Pecalli,Sr.,L,5-5,"Trieste, Italy",Studiorum Universita di Bologna,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
3,Beth Bayless,Jr.,OH,6-1,"Tulsa, OK",Regent Preparatory School,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
4,Brayden Hipp,Jr.,S,5-8,"Fort Myers, FL",Riverdale HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
15,Jolana Smidlova,Jr.,RS,6-3,"Letovice, Czechia",TJ Ostrave,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
9,Lauren Eitler,Jr.,OH,5-11,"Johns Creek, GA",Johns Creek HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
5,Camryn Lingenbrink,Jr.,MB,6-0,"Poulsbo, WA",Central Kitsap HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
2,Arianna Mongare,Jr.,MB,5-11,"Mansfield, TX",Mansfield Legacy HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
11,Zella Bennett,Sr.,RS,6-1,"Oolagah, OK",Coffeyville CC,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
8,Hailee Alexander,So.,L,5-5,"Broken Arrow, OK",Broken Arrow HS,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
16,Brittany Bacorn,Fr.,S,5-9,"Knoxville, IA",Knoxville High School,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
1,Tally Grissom,Fr.,L,5-10,"Flower Mound, TX",Liberty Christian School,719,AAC,American Athletic Conference,The University of Tulsa,D-I,Tulsa
5,Murphy Riggs,Sr.,L/DS,5-4,"High Point, NC",Southwest Guilford,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
16,Ella Tschuor,Sr.,OH,6-2,"Littleton, CO",Chatfield Senior,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
17,Ellie Eichhorn,Sr.,S,5-11,"Sacramento, CA",St. Francis Catholic,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
21,Mekayla Dedo,Sr.,OH,5-10,"Pittsburgh, PA",Hempfield Area,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
25,Mac Russ,Sr.,MB,6-0,"Waxhaw, NC",Marvin Ridge,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
18,Greta Hans,Jr.,S,5-8,"Marietta, GA",Walton,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
1,Savanah Johnson,Jr.,RS,5-9,"Chula Vista, CA",Eastlake,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
6,Alex Hatchett,Jr.,OPP,5-11,"Raleigh, NC",Cardinal Gibbons,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
10,Ashley Bible,Jr.,OH,5-9,"Sebring, FL",Sebring,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
23,Jordan Suan,Jr.,L/DS,5-4,"Gilbert, AZ",Perry,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
7,Rory Powers,So.,L/DS,5-6,"Muncie, IN",Yorktown,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
12,Lauren Klingenberg,So.,OH,5-10,"Winter Springs, FL",Winter Springs,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
13,Sophia Dasilva,So.,L/DS,5-7,"Boca Raton, FL",Boca,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
14,Annamaria Ramos,So.,OH,5-9,"Henderson, NV",Basic Academy,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
22,Anna Leahy,So.,OPP,6-4,"Charlotte, NC",Myers Park,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
2,Bella Christensen,Fr.,OH,6-1,"Lake Stevens, WA",Lake Stevens,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
3,Alysa Walker,Fr.,OH,5-8,"San Antonio, TX",Keystone School,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
8,Lainie Stapleton,Fr.,MB,6-4,"Jacksonville, FL",Beachside,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
9,Brooksie Isham,Fr.,OH,5-11,"Salem, OR",South Salem,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
11,Mia Loyd,Fr.,S,5-8,"Terre Haute, IN",Terre Haute South Vigo,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
15,Kiera King,Fr.,S,5-9,"Palos Heights, IL",Lincoln Way Central,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
44,Grace Fiaseu,Fr.,MB,6-0,"Ewa Beach, HI",Punahou School,721,MW,Mountain West Conference,U.S. Air Force Academy,D-I,Air Force
25,Kingsley Wallace,Sr.,OPP,6-4,"Houston, TX",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
14,Brooke Middleton,Jr.,MB,6-1,"Fresno, TX",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
9,Mackenzie Lynch,Jr.,OH,6-2,"Fletcher, NC",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
5,Chloe Murakami,Jr.,OH,6-0,"Chandler, AZ",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
17,Norah Shattan,Jr.,OH,5-8,"New Canaan, CT",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
8,Ashli Alcala-Romero,Jr.,L/DS,5-5,"Honolulu, HI",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
3,Juliette Myrick,So.,S,6-0,"Saint Louis, MO",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
2,Ellia Sechrist,So.,OH,6-0,"White Lake, MI",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
6,Kealakai Bandy,Fr.,OH,5-10,"Frisco, TX",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
22,Breelyn Bender,Fr.,MB,6-2,"Nazareth, PA",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
4,Olivia Braswell,Fr.,S,5-8,"Cary, NC",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
10,Naomi Chinchar,Fr.,S,5-8,"Lutz, FL",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
13,Victoria Filippova,Fr.,MB,6-0,"Sherwood Forest, CA",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
15,Tatum Grimes,Fr.,MB,6-2,"Olathe, KS",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
16,Victoria Kasanganay,Fr.,MB,5-10,"Charlotte, NC",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
1,Ryan Leclair,Fr.,L,5-3,"Honolulu, HI",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
7,Michelle Parker,Fr.,MB,6-2,"Suffolk, VA",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
12,Alexandra Prange,Fr.,L,5-2,"Waukesha, WI",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
11,Nicole Stroud,Fr.,DS,5-6,"Fort Worth, TX",,725,PL,Patriot League,U.S. Military Academy,D-I,Army West Point
24,Doris Nelson,Sr.,OPP,6-0,"Long Beach, CA",Wilson,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
1,Hannah Hoover,Sr.,L/DS,5-8,"Katy, TX",Katy,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
10,Lilly Lutz,Sr.,MB,6-0,"Dallas, TX",Episcopal School,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
15,Katie Jackowski,Sr.,OH,6-1,"Saint John, IN",Hanover Central,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
11,Lainey Feighery,Jr.,S,5-10,"Herndon, VA",Chantilly,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
19,Anuhea Hauanio-Lore,Jr.,OH,5-9,"Honolulu, HI",Iolani School,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
13,Julia Humphrey,Jr.,MB,6-2,"Stokesdale, NC",Northwest Guilford,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
17,Ava Toppin,Jr.,MB,5-11,"Carolina Beach, NC",Green Level,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
2,Ally Alessio,So.,L/DS,5-4,"Scottsdale, AZ",Notre Dame Prep,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
5,Arleigh Hanson,So.,S,6-0,"Alexandria, VA",West Potomac,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
7,Paige Buzzerio,So.,OH,6-2,"Chino Hills, CA",Orange Lutheran,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
22,Grace Burgoyne,So.,MB,6-4,"Marshfield, MA",Notre Dame Academy,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
6,Isa Boyd,Fr.,S,5-7,"Atlanta, GA",Pius X,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
21,Amara Chambers,Fr.,L/DS,5-6,"Hillsborough, NC",Eno River Academy,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
4,Farrah Eike,Fr.,OH,6-0,"Parker, CO",Valor Christian,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
18,Mackenzie Koszegi,So.,L/DS,5-10,"Henderson, NV",Silverado,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
9,Emerson Lionberger,Fr.,MB,6-0,"Lincoln, NE",Southwest,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
3,Lilah Stevens,Fr.,OH,5-9,"Ashburn, VA",Stone Bridge,726,PL,Patriot League,U.S. Naval Academy,D-I,Navy
8,Kelsey Watson,Sr.,MB,6-1,"Ballwin, MO",Cor Jesu Academy,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
16,Adna Mehmedovic,Sr.,OH,6-1,"Peoria, AZ",Sunrise Mountain,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
12,Kaylie Ray,Jr.,OH,6-0,"Chandler, AZ",Chandler,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
2,Tierney Barlow,Jr.,OH,6-2,"Colorado Springs, CO",Liberty,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
4,Kendel Thompson,So.,L/DS,5-8,"Idaho Falls, ID",Thunder Ridge,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
19,Rachel Reed,Fr.,L/DS,5-6,"Mesa, AZ",Mountain View,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
18,Olivia Tukuafu,So.,S,6-0,"Mesa, AZ",Mountain View,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
1,Lauren Larkin,Fr.,MB,6-2,"Saint George, UT",Desert Hills,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
3,Ava Napierski,Fr.,MB,6-1,"Provo, UT",Orem,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
5,Loryn Helgesen,Fr.,OPP,6-2,"Kaysville, UT",Davis,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
7,Andrea Simovski,Fr.,OH,6-1,"Belgrade, Serbia",Sixth Belgrade General,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
9,Emersyn Robbins,Fr.,OH,5-10,"Fairfield, IL",Fairfield Community,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
10,Delaney Lawson,Fr.,OH,6-2,"Fort Wayne, IN",Bellmont,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
11,Jagoda Bialek,Fr.,L/DS,5-8,"Opole, Poland",Public Secondary School No. IX,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
13,Kate Lijic,Fr.,S,6-0,"Split, Croatia",5th Gymnasium Vladimir Nabor,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
14,Sophie Danielson,Fr.,OPP,6-1,"Auburn, WA",Auburn Riverside,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
15,Mara Štiglic,Fr.,OH,6-2,"Rijeka, Croatia",Haok Rijeka,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
20,Kaylie Kofe,Fr.,S,5-8,"Idaho Falls, ID",Bonneville,731,MW,Mountain West Conference,Utah State University,D-I,Utah St.
5,Amelia Van Der Werff,Sr.,MB,6-3,"Leavenworth, KS",Lansing HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
16,Allie Olsen,Sr.,MB,6-3,"Great Falls, MT",C.M. Russell HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
17,Vanessa Ramirez,Sr.,L/DS,5-4,"Pasadena, CA",La Salle HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
1,Claranne Fechter,Sr.,L/DS,5-9,"Powell, OH",Olentangy Liberty,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
7,Lauren Jardine,Sr.,OH,6-2,"Highland, UT",Lone Peak HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
15,Grace Hammond,Sr.,S,6-2,"Summerfield, NC",Northwest Guilford,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
11,Kamry Bailey,Sr.,OH,6-0,"Boulder City, NV",Boulder City HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
6,Ashley West,Jr.,OH,6-4,"Arvada, CO",Ralston Valley HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
8,Iliana Linahan,Jr.,L/DS,5-6,"Austin, TX",Vandegrift HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
4,Ella Biggs,Jr.,RS,6-2,"Draper, UT",Alta HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
2,Emrie Satuala,Jr.,MB,6-0,"Bountiful, UT",Bountiful HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
12,Rianne Vos,Sr.,OH,5-11,"Den Dolder, Netherlands",VAVO Iyceum,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
14,Olga Musial,So.,RS,6-2,"Boguchwala, Poland",Szkoly Mistrzostwa Sportowego Mielec,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
18,Kamryn Gibadlo,So.,OH,6-1,"Cave Creek, AZ",Cactus Shadows HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
9,Grace Moss,So.,L/DS,5-5,"Dana Point, CA",Santa Margarita HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
10,Levani Key-Powell,Fr.,OH,5-9,"South Jordan, UT",Bingham HS,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
3,Isabelle Marco,Fr.,S,5-10,"Atherton, CA",Sacred Heart Prep,732,Big 12,Big 12 Conference,University of Utah,D-I,Utah
11,Addy Kois,Jr.,S,5-11,"Osceola, IN",Penn,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
21,Elise Swistek,Sr.,OH,5-9,"Laporte, IN",New Prairie,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
30,Abby Boyle,Sr.,L/DS,5-6,"Byron Center, MI",Byron Center,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
22,Sam Warren,Jr.,RS,5-10,"Kentland, IN",South Newton,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
1,Emma Hickey,Jr.,L,5-8,"Granger, IN",Penn,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
15,Claire Campbell,Jr.,MH,6-2,"Warrensburg, IL",Warrensburg-Latham,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
24,Maddie Moan,Jr.,RS,6-1,"Woodstock, IL",Woodstock,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
7,Mara Thomas,So.,S,5-7,"Bogart, GA",Athens Academy,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
13,Kendal Ramey,So.,DS,5-7,"Crawfordsville, IN",Western Boone,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
27,Jessica Pickett,Fr.,MH,6-6,"Carmel, IN",Carmel,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
3,Lindley Martin,Fr.,DS,5-6,"North Judson, IN",North Judson-San Pierre,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
4,Jordyn Gove,Fr.,OH,6-0,"Amarillo, TX",Randall,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
5,Drew Glaser,Fr.,RS,6-0,"Edwardsburg, MI",Edwardsburg,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
8,Kadence Brumitt,Fr.,OH,5-9,"Niles, MI",Brandywine,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
10,Ava Helming,Fr.,OH,6-0,"Johnston, IA",Johnston,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
17,Danica Goch,Fr.,DS,5-8,"Baroda, MI",Lakeshore,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
23,Lilly Merk,Fr.,OH,6-0,"Terre Haute, IN",Terre Haute South Vigo,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
31,Mia Liberti,Fr.,DS,5-6,"Chicago, IL",De La Salle Institute,735,MVC,Missouri Valley Conference,Valparaiso University,D-I,Valparaiso
12,Taylor Jakubowski,Sr.,S,5-8,"Lake In The Hills, IL",Huntley,739,BE,Big East Conference,Villanova University,D-I,Villanova
6,Riley Homer,Sr.,OH,6-2,"Grand Rapids, MI",Forest Hills Northern,739,BE,Big East Conference,Villanova University,D-I,Villanova
1,Elizabeth Feczko,Sr.,L/DS,5-6,"Wexford, PA",North Catholic,739,BE,Big East Conference,Villanova University,D-I,Villanova
2,Ellery Gray,Sr.,S,6-0,"Lexington, KY",Henry Clay,739,BE,Big East Conference,Villanova University,D-I,Villanova
